Abk,Name,Kurzname,Typ,,
QBRG7,Berlin-Rummelsburg T 1010/7 ICE-Halle,T 1010/7 ICE-H,TrSt,,
QBRG8,Berlin-Rummelsburg T 1010/8 MSP,T 1010/8 MSP,TrSt,,
QBRG9,Berlin-Rummelsburg T 1010/9 ESTW,T 1010/9 ESTW,TrSt,,
QBRSF,Rangsdorf TÜ 3092,TÜ 3092,ÜSt,,
QBRUH,Berlin-Ruhleben TÜ 1043 Gbf,TÜ 1043 Gbf,ÜSt,,
QBRZ1,Berlin-Rummelsburg EZV 1022 Z 1,EZV 1022 Z 1,ÜSt,,
QBRZ2,Berlin-Rummelsburg EZV 1022 Z 2,EZV 1022 Z 2,ÜSt,,
QBSAL,Berlin Schönhauser Allee T 1048/3 S Bf,T 1048/3 S Bf,TrSt,,
QBSE,Seddin TÜ 3100 Parkplatz,TÜ 3100,ÜSt,,
QBSE1,Seddin TÜ 3101 Graue Laus,TÜ 3101,ÜSt,,
QBSE2,Seddin T 3100/1 Zentral-Stw,T 3100/1,TrSt,,
QBSE4,Seddin T 3100/2 Haus 1,T 3100/2,TrSt,,
QBSE5,Seddin T 3100/3 Kantine,T 3100/3,TrSt,,
QBSE6,Seddin T 3100/5 Friedhof,T 3100/5,TrSt,,
QBSE7,Seddin TÜ 3102 Adlerbrücke,TÜ 3102,ÜSt,,
QBSE8,Seddin T 3100/4 Waggonbau,T 3100/4,TrSt,,
QBSE9,Seddin T 3100/6 Fußgängerbr,T 3100/6,TrSt,,
QBSFL,Schönfließ TÜ 1134,TÜ 1134,ÜSt,,
QBSGR,Berlin-Schöneberg TÜ 1033,TÜ 1033,ÜSt,,
QBSN2,Senftenberg Tst 02 / 20 kV,Senftenbg Tst 02,TrSt,,
QBSN4,Senftenberg Tst 04 / 20 kV,Senftenbg Tst 04,TrSt,,
QBSN5,Senftenberg Tst 05 / 20 kV,Senftenbg Tst 05,TrSt,,
QBSPG,Berlin-Spandau Gbf TÜ 1045,TÜ 1045 Gbf,ÜSt,,
QBST,Strausberg TÜ 4060,TÜ 4060,ÜSt,,
QBSW,Berlin-Schöneweide TÜ 1015,TÜ 1015,ÜSt,,
QBSW1,Berlin-Schöneweide T 1015/1 Ablaufberg,T 1015/1 Ablaufb,TrSt,,
QBSW2,Berlin-Schöneweide T 1015/2 Ringschuppen,T 1015/2 Ringsch,TrSt,,
QBSW3,Berlin-Schöneweide TÜ 1081 Mitropahof,TÜ 1081,ÜSt,,
QBTL,Teltow TÜ 3029,TÜ 3029,ÜSt,,
QBTN,Trebbin TÜ 3099,TÜ 3099,ÜSt,,
QBTP,Berlin Treptower Park TÜ 1132,TÜ 1132,ÜSt,,
QBUDL,Berlin Unter den Linden T 1054/2 ULu,T 1054/2 ULu,TrSt,,
QBWAF,Waßmannsdorf T 1125/6,T 1125/6,TrSt,,
QBWHR,Berlin Wuhlheide Rbf TÜ 1118,TÜ 1118,ÜSt,,
QBWKR,Berlin Westkreuz TÜ 1131,TÜ 1131,ÜSt,,
QBWP,Potsdam Park Sanssouci TÜ 3027,TÜ 3027 Kaiserbf,ÜSt,,
QBWR3,Berlin Warschauer Straße T 1005/13 Talgo,T 1005/13 Talgo,TrSt,,
QBWR6,Berlin-Revaler Str T 1005/6,T 1005/6,TrSt,,
QBWR7,Berlin Warschauer Straße T 1005/7,T 1005/7,TrSt,,
QBWR8,Berlin Warschauer Straße T 1005/8,T 1005/8,TrSt,,
QBWS,Berlin-Wannsee TÜ 1022 EG,TÜ 1022 EG,ÜSt,,
QBWS1,Berlin-Wannsee T 1022/1 ESTW,T 1022/1 ESTW,TrSt,,
QBWS3,Berlin-Wannsee TÜ 1087 S-Bw,TÜ 1087 S-Bw,ÜSt,,
QBWS4,Berlin-Wannsee TÜ 1122 Gbf Nibelungenstr,TÜ 1122 Autozug,ÜSt,,
QBWU,Wustermark Rbf TÜ 3046,TÜ 3046,ÜSt,,
QBWU1,Wustermark Rbf T 3046/1,T 3046/1,TrSt,,
QBWU2,Wustermark Rbf T 3046/2,T 3046/2,TrSt,,
QBZD,Berlin-Zehlendorf TÜ 1021,TÜ 1021,ÜSt,,
QBZO,Berlin Zoologischer Garten TÜ 1042,TÜ 1042,ÜSt,,
QBZO1,Berlin Zoologischer Garten T 1042/1,T 1042/1,TrSt,,
QBZO2,Berlin Zoologischer Garten TÜ 1032,TÜ 1032,ÜSt,,
QDBZ,Bautzen Ü,Bautzen Ü,ÜSt,,
QDCU,Crimmitschau Ü,Crimmitschau Ü,ÜSt,,
QDFH,Freital-Hainsberg Ü,Freit-Hainsbg Ü,ÜSt,,
QDF13,Dresden-Friedrichstadt ÜSt 13 / 20 kV,Dre-Friedr ÜSt13,TrSt,,
QDG03,Görlitz ÜSt 03 / 10 kV,Görlitz ÜSt 03,TrSt,,
QDHO,Hohenstein-Ernstthal Ü,Hohenst-Ernstt Ü,ÜSt,,
QDH10,Dresden Hbf ÜSt 10 / 20 kV,Dre Hbf ÜSt 10,TrSt,,
QDKTF,Dresden Flughafen HV,Dre Flughafen HV,FWST,,
QDMEH,Mehltheuer Ü,Mehltheuer Ü,ÜSt,,
QDML,Mosel Ü,Mosel Ü,ÜSt,,
QDNS,Dresden-Niedersedlitz Ü,Dre-Niedersedl Ü,ÜSt,,
QDOU,Ostrau Ü,Ostrau Ü,ÜSt,,
QDPAB,Freital-Potschappel Ü Bahnhof,Freit-Potsc Ü Bf,ÜSt,,
QDPAL,Freital-Potschappel Ü Ladestr,Freit-Potsc Ü La,ÜSt,,
QDPI2,Pirna ÜSt 02 / 20 kV,Pirna ÜSt 02,TrSt,,
QDRK,Dresden-Reick Ü,Dre-Reick Ü,ÜSt,,
QDR01,Riesa Tst 01 / 20 kV,Riesa Tst 01,TrSt,,
QDR03,Riesa Tst 03 / 20 kV,Riesa Tst 03,TrSt,,
QDTH,Tharandt Ü,Tharandt Ü,ÜSt,,
QDZ01,Zittau Tst 01 / 10 kV,Zittau Tst 01,TrSt,,
QDZ02,Zittau Tst 02 / 10 kV,Zittau Tst 02,TrSt,,
QFBS,Frankfurt Karlstraße,Ffm BSA,TrSt,,
QFF B,Frankfurt BW 1,Ffm Bw 1,TrSt,,
QFF C,Frankfurt Camberger Brücke,Ffm Station C,ÜSt,,
QFF F,Frankfurt Gutleutstraße,Ffm Station F,ÜSt,,
QFF H,Frankfurt Hauptbahnhof,Ffm Station H,TrSt,,
QFF L,Frankfurt Hauptbahnhof Mitte (Gleisfeld),Ffm Station L,TrSt,,
QFF W,Frankfurt Abstellbahnhof West,Ffm Station W,TrSt,,
QFFBA,Frankfurt Baustrom (Dachsanierung),Ffm Baustrom,TrSt,,
QFFBI,Frankfurt Bildstellwerk Fpf,Ffm Station BI,TrSt,,
QFFBM,Frankfurt Baustrom Mitte (Dachsanierung),Sanierung Mitte,TrSt,,
QFFBN,Frankfurt Baustrom Nord (Dachsanierung),Sanierung Nord,TrSt,,
QFFES,Frankfurt ESTW Flughafen,Ffm Flughf ESTW,ÜSt,,
QFFGW,Frankfurt Galluswarte,Ffm Station GW,TrSt,,
QFFHK,Frankfurt Heizkraftwerk,Ffm HKW,TrSt,,
QFFHM,Frankfurt Hauptbahnhof Mitte,Ffm Station HM,TrSt,,
QFFHS,Frankfurt Hauptbahnhof Südseite,Ffm Station HS,TrSt,,
QFFHV,Frankfurt Zentrale Hauptverwaltung Bahn,Ffm ZHVB,TrSt,,
QFFHW,Frankfurt Hauptwache,Ffm Hauptw    Tr,TrSt,,
QFFHZ,Frankfurt Hauptbahnhof Zentrale,Ffm Station HZ,TrSt,,
QFFKW,Frankfurt Konstablerwache,Ffm Konst     Tr,TrSt,,
QFFLM,Frankfurt FLM,Ffm FLM,TrSt,,
QFFLO,Frankfurt Lokalbahnhof,Ffm Lokalbf   Tr,TrSt,,
QFFLU,Frankfurt Flughafen,Ffm Flughafen,ÜSt,,
QFFMB,Frankfurt Mühlberg,Ffm Mühlberg  Tr,TrSt,,
QFFND,Frankfurt-Nied                    (Ü-St),Frankfurt-Nied Ü,ÜSt,,
QFFO,Frankfurt Übergabestation FFM Ost,Ffm Ost Ü-St,ÜSt,,
QFFOE,Frankfurt ESTW FFM Ost,Ffm Ost ESTW,TrSt,,
QFFOZ,Frankfurt ZBA FFM Ost,Ffm Ost ZBA,TrSt,,
QFFO1,Frankfurt Ubf FFM Ost 1,Ffm Ost Ubf 1,TrSt,,
QFFO2,Frankfurt Ubf FFM Ost 2,Ffm Ost Ubf 2,TrSt,,
QFFPF,Frankfurt Camberger Brücke St FPF 10 KV,Ffm-St-FPF,TrSt,,
QFFRO,Frankfurt Hauptgüterbahnhof Stw FRO,Hgbf Stw Frof,TrSt,,
QFFRW,Frankfurt Ablaufberg Hauptgüterbahnhof,Ffm Hgbf Ablbg,TrSt,,
QFFS,Frankfurt Süd,Ffm Süd       Tr,TrSt,,
QFFST,Frankfurt Stresemannallee,Ffm Stresem   Tr,TrSt,,
QFFTA,Frankfurt Taunusanlage,Ffm Taunusanl Tr,TrSt,,
QFF09,Frankfurt Hbf St Bw S-Bahn 10KV,Ffm-S-Bahn,TrSt,,
QFG,Gießen 6,Gießen 6,TrSt,,
QFGM1,Frankfurt Werk 4 Griesheim,Ff-Grieshm W 4,TrSt,,
QFGM2,Frankfurt-Griesheim (Bhf),Ff-Grieshm 2,TrSt,,
QFGM3,Frankfurt-Griesheim Werk 4 (ICE3),Ff-Grieshm 3,TrSt,,
QFKEI,Kassel Keilsberg 1,Keilsberg 1,TrSt,,
QFKST,Morschen Kalter Sand Tunnel,Kalter Sand Tu,TrSt,,
QFOE,Frankfurt Ostendstraße,Ffm Ostendstr Tr,TrSt,,
QFOEO,Offenbach ESTW Offenbach,Offenbach ESTW,TrSt,,
QFOKL,Offenbach Kaiserlei Tr,Off Kaiserlei Tr,TrSt,,
QFOKO,Offenbach Kaiserlei Übergabe,Off Kais Überg,ÜSt,,
QFOLM,Offenbach Ledermuseum Tr,Off Lederm Tr,TrSt,,
QFOMP,Offenbach Marktplatz Tr,Off Marktpl Tr,TrSt,,
QFOO,Offenbach Ost,Offenbach Ost,TrSt,,
QFSBT,Neuenstein Sengebergtunnel,Sengebergtunnel,TrSt,,
QIMP,München-Pasing Uw,Mü Pasing Uw,TrSt,,
QK  1,Köln 1,Köln 1,SaSt,,
QK  2,Köln 2,Köln 2,SaSt,,
QK  3,Köln 3,Köln 3,SaSt,,
QK  4,Köln 4,Köln 4,SaSt,,
QK  5,Köln 5,Köln 5,SaSt,,
QKAN1,Köln-Kalk Nord 1,Kalk-Nord 1,SaSt,,
QKAN2,Köln-Kalk Nord 2,Kalk-Nord 2,SaSt,,
QKAN3,Köln-Kalk Nord 3,Kalk-Nord 3,SaSt,,
QKBT1,Köln Bonntor 1,Bonntor 1,SaSt,,
QKBT2,Köln Bonntor 2,Bonntor 2,SaSt,,
QKC 1,Köln-Chorweiler 1,Chorweiler 1,SaSt,,
QKC 2,Köln-Chorweiler 2,Chorweiler 2,SaSt,,
QKC 3,Köln-Chorweiler 3,Chorweiler 3,SaSt,,
QKC 4,Köln-Chorweiler 4,Chorweiler 4,SaSt,,
QKDZ,Köln-Deutz                      (Sa-Ste),Deutz,SaSt,,
QKE 1,Köln Eifeltor 1,Eifeltor 1,SaSt,,
QKE 2,Köln Eifeltor 2,Eifeltor 2,SaSt,,
QKE 3,Köln Eifeltor 3,Eifeltor 3,SaSt,,
QKE 4,Köln Eifeltor 4,Eifeltor 4,SaSt,,
QKEC1,Köln Eifeltor-Container 1,E-tor-Contain 1,SaSt,,
QKEC2,Köln Eifeltor-Container 2,E-tor-Contain 2,SaSt,,
QKEC3,Köln Eifeltor-Container 3,E-tor-Contain 3,SaSt,,
QKER1,Köln-Ehrenfeld 1,Ehrenfeld 1,SaSt,,
QKER2,Köln-Ehrenfeld 2,Ehrenfeld 2,SaSt,,
QKER3,Köln-Ehrenfeld 3,Ehrenfeld 3,SaSt,,
QKER4,Köln-Ehrenfeld 4,Ehrenfeld 4,SaSt,,
QKG,Gremberg Ufw,Gremberg Ufw,SaSt,,
QKG 1,Gremberg 1,Gremberg 1,SaSt,,
QKG 2,Gremberg 2,Gremberg 2,SaSt,,
QKG 3,Gremberg 3,Gremberg 3,SaSt,,
QKG 4,Gremberg 4,Gremberg 4,SaSt,,
QKG 5,Gremberg 5,Gremberg 5,ÜSt,,
QKG 6,Gremberg 6,Gremberg 6,SaSt,,
QKG 7,Gremberg 7,Gremberg 7,SaSt,,
QKG 9,Gremberg 9,Gremberg 9,SaSt,,
QKG10,Gremberg 10,Gremberg 10,SaSt,,
QKK,Köln Maybachstraße,Maybachstraße,ÜSt,,
QKK 1,Köln Hbf 1,Hbf 1,SaSt,,
QKK 2,Köln Hbf 2,Hbf 2,SaSt,,
QKK 3,Köln Hbf 3,Hbf 3,SaSt,,
QKK 4,Köln Hbf 4,Hbf 4,SaSt,,
QKK 5,Köln Hbf 5,Hbf 5,SaSt,,
QKK 6,Köln Hbf Kf,Hbf Kf,SaSt,,
QKKA,Köln-Kalk Kf,Kalk Kf,SaSt,,
QKKB1,Köln Bbf 1,Köln Bbf 1,SaSt,,
QKKB2,Köln Bbf 2,Köln Bbf 2,SaSt,,
QKKB3,Köln Wohnheim,Wohnheim,SaSt,,
QKKB6,Köln Bbf 6,Köln Bbf 6,SaSt,,
QKKD1,Köln Deutzerfeld 1,Deutzerfeld 1,SaSt,,
QKKD2,Köln Deutzerfeld 2,Deutzerfeld 2,SaSt,,
QKKD3,Köln Deutzerfeld 3,Deutzerfeld 3,SaSt,,
QKKL,Köln-Longerich                  (Sa-Ste),Longerich,SaSt,,
QKKMF,Köln-Mülheim Mf                 (Sa-Ste),Mülheim Mf,SaSt,,
QKKM1,Köln-Mülheim Uw,K-Mülheim Uw,SaSt,,
QKKN1,Köln-Nippes 1,Nippes 1,SaSt,,
QKKN2,Köln-Nippes 2,Nippes 2,SaSt,,
QKKN3,Köln-Nippes 3,Nippes 3,SaSt,,
QKKN4,Köln-Nippes 4,Nippes 4,SaSt,,
QKKN5,Köln-Nippes 5,Nippes 5,SaSt,,
QKKN6,Köln-Nippes 6,Nippes 6,SaSt,,
QKKN7,Köln-Nippes 7,Nippes 7,SaSt,,
QKKP,Köln Parkgürtel,Parkgürtel,SaSt,,
QKKS,Köln Süd                        (Sa-Ste),Köln Süd,SaSt,,
QKKV,Köln-Volkhoven,Volkhoven,SaSt,,
QKKW,Köln West                       (Sa-Ste),Köln West,SaSt,,
QKKWO,Köln-Worringen                    (Ü-St),Worringen,ÜSt,,
QLBAO,Saubachtal Bibratunnel Ostportal,Bibra-T O,TrSt,,
QLBAT,Saubachtal Bibratunnel,Bibra-T,TrSt,,
QLBRC,Magdeburg N4 Saalestr,Mg Saalestr N4,TrSt,,
QLDLL,Döllnitz,Döllnitz,TrSt,,
QLDST,Dörstewitz                       (Tr-St),Dörstewitz,TrSt,,
QLE 1,Engelsdorf T1,Engelsdorf T1,TrSt,,
QLE 2,Engelsdorf T2,Engelsdorf T2,TrSt,,
QLE 3,Engelsdorf T3,Engelsdorf T3,TrSt,,
QLE 4,Engelsdorf T4,Engelsdorf T4,TrSt,,
QLE 5,Engelsdorf T5,Engelsdorf T5,TrSt,,
QLFIN,Saubachtal-Finnetunnel,Finne-T,TrSt,,
QLF02,Falkenberg (Elster) Tst 02 / 20 kV,Falkenb Tst 02,TrSt,,
QLF2,Falkenberg (Elster) ob Bf Tst 02 / 20 kV,Falkenb o Tst 02,TrSt,,
QLGC3,Großkorbetha Tst 03 / 20 kV,Großkorbe Tst 03,TrSt,,
QLGC4,Großkorbetha Tst 04 / 20 kV,Großkorbe Tst 04,TrSt,,
QLGLB,Glindenberg N8,Glindenberg N8,TrSt,,
QLJD,Jüdendorf                        (Tr-St),Jüdendorf,TrSt,,
QLL B,Leipzig Hbf T Bw West,Lpz T Bw West,TrSt,,
QLL C,Leipzig Hbf T Neue C,Lpz T Neue C,TrSt,,
QLL F,Leipzig T Freilade,Lpz T Freilade,TrSt,,
QLL H,Leipzig T Whz B2,Lpz T Whz B2,TrSt,,
QLL L,Leipzig Hbf T Lagerhof,Lpz T Lagerhof,TrSt,,
QLL N,Leipzig T Netzgebäude,Lpz T Netzgeb,TrSt,,
QLL O,Leipzig T Energiezentrale Ost,Lpz T EZ Ost,TrSt,,
QLL P,Leipzig T Energiezentrale Ost Kunden,Lpz T EZ Ost K,TrSt,,
QLL R,Leipzig Hbf T Brandenburger Brücke,Lpz T Branden Br,TrSt,,
QLL S,Leipzig T Betriebshof Süd,Lpz T Bh Süd,TrSt,,
QLL U,Leipzig Hbf T UZ Ost,Lpz T UZ Ost,TrSt,,
QLL W,Leipzig T Energiezentrale West,Lpz T EZ West,TrSt,,
QLL X,Leipzig T Energiezentrale West Kunden,Lpz T EZ West K,TrSt,,
QLL 1,Leipzig Hbf T MS1,Lpz T MS1,TrSt,,
QLL 2,Leipzig Hbf Ü MS2,Lpz Ü MS2,ÜSt,,
QLLB1,Leipzig T1 Bayer Bf,Lpz T1 Bayer Bf,TrSt,,
QLLB2,Leipzig T2 Bayer Bf,Lpz T2 Bayer Bf,TrSt,,
QLLC,Leipzig-Connewitz Ü,L-Connewitz Ü,ÜSt,,
QLLM,Leipzig T MTh Bf,Lpz T MTh Bf,TrSt,,
QLLST,Leipzig-Stötteritz T,L-Stötteritz T,TrSt,,
QLL40,Leipzig Hbf ÜSt 40 / 10 kV,Leipzig ÜSt 40,TrSt,,
QLM B,Magdeburg Hbf N2 Betriebszentrale,Magdeburg N2,TrSt,,
QLM E,Magdeburg Hbf Ü1 Einspeisung MS-Ring,Magdeburg Ü1,ÜSt,,
QLM M,Magdeburg Hbf N1 Maybachstr,Magdeburg N1,TrSt,,
QLMB2,Magdeburg-Buckau S2 Pbf,Mg-Buckau S2,TrSt,,
QLMB3,Magdeburg-Buckau S3 Bw,Mg-Buckau S3,TrSt,,
QLMB5,Magdeburg-Buckau S5 Rww,Mg-Buckau S5,TrSt,,
QLMB6,Magdeburg-Buckau S6 Rbf,Mg-Buckau S6,TrSt,,
QLMGH,Magdeburg Hasselbachplatz S1 Bsw,Mg Hasselbach S1,TrSt,,
QLMN,Magdeburg-Neustadt N3,Mg-Neustadt N3,TrSt,,
QLMR5,Magdeburg-Rothensee N5 Cargowerk,Mg-Rothensee N5,TrSt,,
QLMR6,Magdeburg-Rothensee N6 Umlade,Mg-Rothensee N6,TrSt,,
QLMR7,Magdeburg-Rothensee N7 Haltepunkt,Mg-Rothensee N7,TrSt,,
QLMS,Magdeburg-Sudenburg Ü2,Mg-Sudenburg Ü2,ÜSt,,
QLMSO,Magdeburg Südost Ü3,Mg Südost Ü3,ÜSt,,
QLMTW,Magdeburg Thälmannwerk S4 Hp,Mg Thälmannw S4,TrSt,,
QLOBG,Jüdendorf Osterbergtunnel,Osterberg-T,TrSt,,
QLOBW,Jüdendorf Osterbergtunnel Westportal,Osterberg-T W,TrSt,,
QLOEC,Oechlitz,Oechlitz,TrSt,,
QLSB,Schönebeck (Elbe) Mitte,Schönebeck(Elbe),ÜSt,,
QLSBE,Schönebeck-Salzelmen Ü,Schb-Salzelmen,ÜSt,,
QLSBT,Saubachtal                       (Tr-St),Saubachtal,TrSt,,
QLSTT,Stöbnitztal,Stöbnitztal,TrSt,,
QMBD,München-BD,Mü BD,TrSt,,
QMBDW,München-BDW,Mü BDW,TrSt,,
QMBKN,München-Block Kanal,Mü Block Kanal,TrSt,,
QMBR,München-Brüm,Mü Brüm,TrSt,,
QMBWA,München-BWA,Mü BWA,TrSt,,
QMBWW,München-BWW,Mü BWW,TrSt,,
QMBZA,München-Pasing BZA,Mü-Pasing BZA,TrSt,,
QMBZS,München-BZ,Mü BZ,TrSt,,
QMDD1,Denkendorf/Irlahüll-T 1           (Trst),Denkend/Irla-T 1,TrSt,,
QMDD2,Denkendorf/Irlahüll-T 2           (Trst),Denkend/Irla-T 2,TrSt,,
QMDD3,Denkendorf/Irlahüll-T 3           (Trst),Denkend/Irla-T 3,TrSt,,
QMEW1,Euerwang-Tunnel 1                 (TrSt),Euerwang-T 1,TrSt,,
QMEW2,Euerwang-Tunnel 2                 (TrSt),Euerwang-T 2,TrSt,,
QMFST,München-Friedenstraße,Mü Friedenstr,TrSt,,
QMFW,München-FW,Mü FW,TrSt,,
QMGG1,Hepberg-Geisberg-Tunnel 1         (TrSt),Geisberg-T 1,TrSt,,
QMGG2,Hepberg-Geisberg-Tunnel 2         (TrSt),Geisberg-T 2,TrSt,,
QMH,München-Hbf Dr-Stw,Mü Hbf Dr,TrSt,,
QMHB,München-ICE ARA,Mü ICE ARA,TrSt,,
QMHM,München-Hbf Mitte,Mü Hbf Mitte,TrSt,,
QMHN,München-Starnb. Bf,Mü Starnbbf,TrSt,,
QMHP,München-Postbahnhof,Mü Postbf,TrSt,,
QMHS,München Hbf Süd,Mü Hbf Süd,TrSt,,
QMHT,München Hbf tief                 (Tr-St),Mü Hbf tief,TrSt,,
QMHTR,München Hbf Trafostation,Mü Hbf,TrSt,,
QMHV,München-VN,Mü VN,TrSt,,
QMHW,München-VS,Mü VS,TrSt,,
QMICM,München-ICE Mitte,Mü ICE Mitte,TrSt,,
QMICO,München-ICE Ost,Mü ICE Ost,TrSt,,
QMICW,München-ICE West,Mü ICE West,TrSt,,
QMIT,München Isartorplatz,Mü Isartorplatz,TrSt,,
QMKA,München Karlsplatz               (Tr-St),Mü Karlsplatz,TrSt,,
QMKIG,Kinding                           (TrSt),Kinding,TrSt,,
QMKP,Kempten (Allgäu) Hbf Trst,Kempten Hbf Trst,TrSt,,
QMLEF,München-Leienfelsstr,Mü Leienfelsstr,TrSt,,
QMLM,München-Laim Mitte,Mü Laim Mitte,TrSt,,
QMLN,München-Laim Nord,Mü Laim Nord,TrSt,,
QMLO,München-Laim Ost                 (Tr-St),Mü Laim Ost,TrSt,,
QMMDN,München-Donnersbergerbr,Mü Donnersbgbr,TrSt,,
QMMLH,München-Milchladehof,Mü Milchladehof,TrSt,,
QMMP,München-Marienplatz,Mü Marienplatz,TrSt,,
QMNAA,München-AW Neuaubing,Mü AW Neuaub.,TrSt,,
QMNMB,Neu-Ulm Bf 10 kV,MNM Bf 10kV,TrSt,,
QMOBO,München-Bw Ost,Mü Bw Ost,TrSt,,
QMOPB,München-Bf Ost,Mü Bf Ost,TrSt,,
QMOPD,München-Dr Ost,Mü Dr Ost,TrSt,,
QMOPU,München-Ost Übergabe,Mü Ost Übergabe,TrSt,,
QMP,München-Bf Pasing,Mü Bf Pasing,TrSt,,
QMPB,München-Betriebsbf,Mü Betriebsbf,TrSt,,
QMRP,München-Rosenheimerplatz,Mü Rosenheimerpl,TrSt,,
QMSBK,München-Spardabank,Mü Spardabank,TrSt,,
QMSH,Stammham-Tunnel                   (TrSt),Stammham-T,TrSt,,
QMSTA,München-Bw Sth ARA,Mü Bw Sth ARA,TrSt,,
QMSTH,München Steinhausen,Mü Steinhausen,TrSt,,
QMST1,München-Bw Sth I,Mü Bw Sth I,TrSt,,
QMST2,München-Bw Sth II,Mü Bw Sth II,TrSt,,
QNALB,Allersberg                        (TrSt),Allersberg,TrSt,,
QNEBG,Eierberge-Tunnel                  (Trst),Eierberge-T,TrSt,,
QNFF,Feuerfelsen-Tunnel                (Trst),Feuerfelsen-T,TrSt,,
QNFT,Feucht                           (TrSt),Feucht,TrSt,,
QNGB,Göggelsbuch-Tunnel                (TrSt),Göggelsbuch-T,TrSt,,
QNKUL,Kulch-Tunnel                      (Trst),Kulch-T,TrSt,,
QNLOH,Lohen                             (TrSt),Lohen,TrSt,,
QNNF,Niederfüllbach                    (Trst),Niederfüllbach,TrSt,,
QNRBT,Reitersberg-Tunnel                (Trst),Reitersberg-T,TrSt,,
QNREB,Rennberg-Tunnel                   (Trst),Rennberg-T,TrSt,,
QNSBT,Laufach Schwarzbachtal            (Trst),Schwarzbachtal,TrSt,,
QNSET,Laufach Seebachtal                (Trst),Seebachtal,TrSt,,
QRHBF,Heidelberg 20 kV Hbf,Heidelb 20kV Hbf,TrSt,,
QRHES,Heidelberg 20 kV ESTW,Heidelb 20kV EST,TrSt,,
QRHIB,Heidelberg 20 kV Ibis-Hotel,Heidelb 20kV Ibi,TrSt,,
QRHUE,Heidelberg 20 kV Uebergabe,Heidelb 20kV Ueb,TrSt,,
QRHWA,Heidelberg 20 kV Wasserturm,Heidelb 20kV WT,TrSt,,
QRKBF,Karlsruhe Hbf Gleis 11,Kar Hbf 20 kV,TrSt,,
QRKBW,Karlsruhe 20 kV Bw 2,Kar 20 kV Bw 2,TrSt,,
QRKB1,Karlsruhe 20 kV Bw 1,Kar 20 kV Bw 1,TrSt,,
QRKKO,Karlsruhe Aw 20 kV Kompressor,Kar Aw 20 kV Kom,TrSt,,
QRKLI,Karlsruhe Hbf 20 kV Lichthof,Kar Hbf 20 kV Li,TrSt,,
QRKRB,Karlsruhe Gbf 20 kV Brückenbauhof,Kar Gbf Brückenb,TrSt,,
QRKRC,Karlsruhe 20 kV Container,Kar 20 kV Cont,TrSt,,
QRKRF,Karlsruhe 20 kV Frachtzentrum,Kar 20kV Frachtz,TrSt,,
QRKRG,Karlsruhe 20 kV Gleisbauhof,Kar 20 kV Glbauh,TrSt,,
QRKRZ,Karlsruhe Zimmerstraße Trafostation,Kar Zimmerstr,TrSt,,
QRKSC,Karlsruhe 20 kV DB Schule,Kar 20 kV DB Sch,TrSt,,
QRKUW,Karlsruhe Uw 20 kV,Karlsruh Uw 20kV,TrSt,,
QRM,Mannheim Hbf 20 kV,20kV Mannh Hbf,TrSt,,
QRMR,Mannheim Rbf 20 kV Gr O,20kV RMR Gr O,TrSt,,
QRMRB,Mannheim Rbf 20 kV Bekohlung,20kV RMR Bek,TrSt,,
QRMRL,Mannheim Rbf 20 kV Lokschuppen,20kV RMR Loksch,TrSt,,
QRMRO,Mannheim Rbf 20 kV Stw Ost Trafostation,20 kV RMR Stw Os,TrSt,,
QRMRR,Mannheim Rbf 20 kV Rücken A,RMR 20kV Rü A,TrSt,,
QRMRU,Mannheim Rbf 20 kV Umladehalle,RMR 20kV Umladeh,TrSt,,
QRMR3,Mannheim Rbf 20 kV Stw 35,20kV RMR Stw 35,TrSt,,
QSNKN,Neunkirchen (Saar) Hbf Nord,Neunk Hbf Nord,FWST,,
QSNKW,Neunkirchen (Saar) West,Neunk Hbf West,FWST,,
QSSHA,Saarbrücken Hbf 10 kV Abstellanlage,Sbr Hbf 10kV Ab,TrSt,,
QSSHD,Saarbrücken Hbf DB Sbr,Sbr Hbf DB,FWST,,
QSSHO,Saarbrücken Hbf Ost,Sbr Hbf Ost,FWST,,
QSSHU,Saarbrücken Hbf UEV-Anlage,Sbr Hbf UEV-Anl,FWST,,
QSSRA,Saarbrücken Rbf Ablaufanlage,Sbr Rbf Abl-Anl,FWST,,
QSSRH,Saarbrücken Rbf Hgbf,Sbr Rbf Hgbf,FWST,,
QSSRM,Saarbrücken Rbf Mitte             (Fwst),Saarbr Rbf Mi Fw,FWST,,
QSSRN,Saarbrücken Rbf Nord              (Fwst),Sbr Rbf Nord,FWST,,
QSSRO,Saarbrücken Rbf Ost               (Fwst),Sbr Rbf Ost Fwst,FWST,,
QSSRU,Saarbrücken Uw,Sbr Uw,FWST,,
QUBAC,Bachstedt,Bachstedt,TrSt,,
QUBLB,Blessberg-Tunnel                  (Trst),Blessberg-T,TrSt,,
QUBRK,Brandkopf-Tunnel                  (Trst),Brandkopf-T,TrSt,,
QUEG,Erfurt Gbf ÜSt 17 / 10 kV,Erfurt Gbf ÜSt17,TrSt,,
QUEL,Eischleben                        (TrSt),Eischleben TrSt,TrSt,,
QUE13,Erfurt Hbf ÜSt 13 / 10 kV,Erfurt Hbf ÜSt13,TrSt,,
